sez,LST_2025,densita_viaria_km_kmq
2770,38.38,34.487
2771,39.16,14.528
2772,39.29,14.838
2773,37.74,20.626
2774,37.09,21.438
2775,37.3,24.448
2776,36.92,15.872
2777,35.73,12.037
2778,37.53,12.691
2779,38.3,20.191
2780,37.35,10.118
2781,32.84,0.628
2782,37.01,3.553
2783,35.47,26.506
2785,34.3,14.769
2786,34.22,16.494
2787,37.43,10.288
2788,39.08,6.271
2789,37.71,14.795
2790,38.1,18.87
2791,37.99,19.65
2792,37.68,10.062
2793,39.18,11.472
2794,38.63,7.693
2795,39.72,8.444
2796,38.56,11.135
2797,39.72,14.007
2798,38.34,6.814
2799,42.08,19.447
2800,42.21,19.821
2801,44.21,21.575
2802,43.55,34.096
2803,42.74,24.831
2804,41.82,27.051
2805,43.15,26.784
2806,43.16,5.134
2807,41.61,25.975
2808,41.51,38.281
2809,40.45,7.3
2810,42.75,8.055
2811,41.77,0.0
2813,42.64,28.941
2814,41.7,27.839
2815,42.68,4.338
2816,41.44,24.523
2817,42.61,29.092
2818,42.33,28.55
2819,42.17,14.574
2820,41.85,44.247
2821,41.98,36.794
2822,38.28,17.073
2823,41.94,5.978
2824,43.75,1.533
2825,43.0,30.006
2826,41.9,14.79
2827,40.05,13.431
2828,39.51,5.594
2829,39.65,26.484
2830,39.18,24.033
2831,39.39,11.519
2832,38.89,2.857
2833,40.05,11.814
2834,41.24,12.119
2835,38.13,6.229
2836,37.37,19.37
2837,37.41,12.68
2838,41.27,25.063
2840,42.9,26.172
2841,42.95,24.053
2842,41.13,18.105
2843,42.69,26.604
2845,42.98,30.868
2846,42.81,29.992
2847,43.03,23.472
2848,42.4,36.917
2849,42.3,35.964
2850,42.23,34.352
2851,42.4,26.02
2853,43.35,37.895
2854,39.61,13.31
2857,36.07,15.439
2858,41.53,8.303
2859,40.93,9.142
2860,41.15,19.788
2861,41.1,9.302
2862,42.28,14.875
2863,43.03,13.686
2864,42.58,8.641
2865,38.86,7.211
2866,40.8,16.665
2867,38.85,23.919
2868,40.68,18.971
2869,40.56,7.23
2870,42.03,32.262
2872,39.84,6.776
2873,39.67,8.64
2874,38.51,2.601
2875,40.31,15.42
2877,40.44,11.181
2878,40.96,9.629
2879,39.91,12.743
2880,42.54,17.349
2881,39.16,8.924
2882,43.29,31.512
2883,41.74,28.608
2884,39.3,2.05
2886,43.12,21.662
2888,45.04,17.811
2891,40.15,11.749
2892,41.0,27.374
2893,40.11,22.058
2894,42.33,28.116
2895,43.27,34.147
2897,41.42,25.951
2898,39.71,20.201
2899,40.72,26.577
2901,41.27,30.278
2903,41.81,27.924
2904,39.57,8.903
2905,41.99,0.147
2906,38.89,0.182
2907,35.61,0.891
2908,37.9,0.424
2909,36.93,0.268
2910,37.77,0.364
2911,41.75,1.558
2912,39.09,3.283
2913,39.37,0.0
2914,35.8,1.073
2915,35.87,0.917
2916,36.52,1.491
2918,37.98,3.678
2919,35.58,2.007
2920,40.04,0.636
2921,37.57,2.778
2922,38.93,2.787
2923,39.03,0.755
2924,37.69,0.33
2926,40.61,3.517
2927,35.53,2.151
2928,38.85,3.612
2932,41.64,0.0
3000,40.8,12.964
3001,41.35,8.724
3002,39.68,0.333
3003,39.99,5.818
3004,40.88,1.451
3005,43.35,19.265
3006,39.1,6.251
3007,42.87,34.148
3009,38.55,9.175
3010,39.38,9.618
3011,36.65,15.23
3012,36.5,10.497
3013,40.43,0.0
3014,38.15,22.513
3015,41.27,4.31
3016,41.62,0.034
3017,41.76,18.721
3018,41.09,8.531
3019,40.24,0.061
3020,39.55,0.0
3021,40.94,16.389
3023,38.92,12.908
3024,40.09,10.576
3025,36.55,3.761
3026,38.28,0.0
3027,39.13,8.711
3028,38.65,7.043
3030,39.25,14.398
3031,36.9,10.386
3032,38.3,11.682
3033,37.96,9.058
3034,39.8,15.708
3035,39.08,0.0
3036,38.03,2.844
3037,39.77,14.857
3038,39.39,8.125
3039,41.38,13.629
3040,40.79,0.0
3041,41.07,7.37
3042,42.64,7.215
3043,42.98,0.013
3045,40.73,24.965
3046,36.79,4.95
3047,34.4,3.461
3048,39.6,0.388
3049,40.69,6.001
3050,43.84,16.998
3051,42.93,16.391
3052,41.39,3.262
3053,41.13,9.457
3054,39.45,10.432
3055,38.3,0.0
3056,38.03,1.781
3057,40.71,17.879
3058,38.33,4.661
3059,38.24,4.134
3060,33.88,1.075
3061,39.62,11.334
3062,38.22,9.342
3063,40.19,14.045
3064,38.34,1.791
3065,40.31,25.24
3067,38.03,0.44
3070,34.98,0.0
3071,38.34,0.0
3072,38.6,11.901
3073,37.41,14.814
3074,33.17,9.701
3075,33.28,3.311
3076,35.33,10.458
3077,39.55,34.583
3078,38.39,12.853
3079,37.34,39.432
3080,38.2,17.193
3081,39.62,14.949
3082,40.74,0.0
3083,34.09,13.099
3084,39.96,4.781
3085,45.58,4.881
3086,39.8,123.577
3087,39.55,0.0
3088,40.58,9.603
3089,40.27,0.0
3090,39.79,9.28
3091,39.91,105.082
3092,36.45,19.382
3093,43.25,7.999
3094,40.18,1.447
3095,37.53,33.564
3096,37.18,1.529
3097,38.16,19.33
3098,41.38,2.668
3099,40.68,7.396
3100,36.17,15.152
3101,40.58,6.612
3102,40.91,18.503
3103,39.12,13.714
3104,40.86,27.514
3105,42.3,32.421
3106,42.25,45.596
3107,41.4,0.0
3108,41.11,138.957
3109,40.06,7.6
3110,41.01,14.03
3111,37.33,7.01
3112,42.03,5.309
3113,43.11,3.066
3114,41.87,0.0
3115,40.32,7.774
3116,38.57,5.188
3117,42.09,21.796
3118,43.0,25.741
3119,41.27,13.283
3120,41.62,6.903
3121,41.72,22.012
3122,43.29,44.727
3123,41.48,74.664
3124,38.18,0.0
3125,39.9,7.631
3126,39.61,0.0
3127,39.85,8.105
3128,40.2,19.708
3129,39.7,4.12
3130,39.84,13.936
3131,40.26,13.584
3132,41.01,15.84
3133,41.07,9.503
3134,44.94,15.367
3135,41.7,2.102
3136,45.11,2.571
3137,41.41,3.644
3138,41.76,4.406
3139,41.45,3.199
3140,42.56,20.331
3141,42.79,5.943
3142,41.72,0.0
3143,39.71,7.074
3144,42.24,10.108
3145,39.65,1.679
3146,41.39,4.783
3147,41.38,4.368
3148,42.88,26.355
3149,40.74,16.856
3150,41.93,0.0
3151,40.85,7.179
3152,40.99,8.006
3153,41.35,2.32
3154,41.5,4.629
3155,41.76,11.789
3156,41.25,10.256
3157,43.7,10.133
3158,42.61,30.833
3159,40.73,17.465
3160,42.58,10.811
3161,42.31,14.314
3162,42.49,18.058
3163,42.73,0.999
3164,43.98,12.362
3165,40.27,26.749
3166,42.24,10.486
3167,42.05,7.656
3168,40.63,6.567
3169,42.7,24.445
3170,42.38,13.271
3171,44.34,11.606
3172,42.58,8.674
3173,42.38,9.788
3174,41.84,23.658
3175,43.86,23.434
3176,43.06,0.0
3177,41.99,19.311
3178,43.45,19.214
3179,41.93,1.363
3180,41.09,3.007
3181,40.98,4.399
3182,42.44,0.738
3183,41.29,51.351
3184,42.36,0.0
3185,42.3,79.924
3186,40.73,6.336
3187,41.1,11.226
3188,43.35,0.0
3189,44.0,9.582
3190,41.22,10.531
3191,44.14,24.23
3192,42.01,8.937
3193,42.01,29.954
3194,42.22,20.557
3195,42.53,14.792
3196,40.78,17.94
3197,42.76,0.246
3198,38.43,4.529
3199,43.87,7.781
3200,44.39,6.149
3201,41.42,0.0
3202,42.98,14.994
3203,43.24,16.168
3204,41.81,9.572
3205,42.38,15.645
3206,38.7,5.481
3207,44.19,28.585
3208,41.74,1.233
3209,41.78,19.074
3210,40.93,34.149
3211,41.57,32.567
3212,43.34,9.912
3213,42.0,18.413
3214,42.12,18.5
3215,39.7,8.119
3216,41.14,0.037
3217,41.72,1.008
3218,42.23,52.075
3219,42.72,37.345
3220,39.25,5.429
3221,42.38,12.804
3222,42.5,0.0
3223,38.34,1.406
3224,38.68,0.0
3225,41.18,20.534
3226,43.26,13.372
3227,40.87,15.267
3228,41.01,35.836
3229,43.5,29.067
3230,41.76,3.592
3231,41.07,15.463
3232,40.35,8.878
3233,41.5,14.37
3234,41.97,20.452
3235,42.74,7.933
3236,43.26,4.972
3237,43.24,0.0
3238,39.4,0.0
3239,41.59,10.148
3240,42.39,16.249
3241,43.05,11.023
3242,41.97,85.097
3243,42.44,7.981
3244,40.33,0.583
3245,42.07,19.228
3246,41.98,6.713
3247,42.83,6.404
3248,41.67,0.0
3249,41.71,4.666
3250,39.98,7.527
3251,42.53,0.0
3252,42.09,70.168
3253,39.79,2.85
3254,41.32,0.0
3255,41.04,13.757
3256,43.83,2.344
3257,41.82,4.528
3258,40.99,43.411
3259,41.72,37.502
3260,41.78,13.694
3261,41.77,0.0
3262,41.98,0.0
3263,43.29,17.107
3264,40.77,27.289
3265,44.11,0.0
3266,42.96,17.983
3267,42.82,29.572
3268,42.14,12.46
3269,41.48,5.704
3270,43.0,13.312
3271,42.29,29.131
3272,43.78,23.895
3273,42.71,33.516
3274,41.74,0.0
3275,44.08,39.4
3276,41.01,19.544
3277,43.34,13.685
3278,41.6,0.0
3279,42.59,14.834
3280,43.73,102.315
3281,43.08,13.783
3282,44.1,3.56
3283,43.16,40.185
3284,41.15,30.533
3285,42.24,0.0
3286,43.88,12.834
3287,42.46,0.0
3288,41.27,25.149
3289,43.08,1.584
3290,41.4,97.885
3291,43.19,0.0
3292,43.5,12.474
3293,41.02,0.0
3294,43.55,29.487
3295,41.34,22.217
3296,42.2,10.246
3297,43.27,40.773
3298,43.63,1.427
3299,43.03,7.484
3300,42.43,26.77
3301,41.91,0.498
3302,42.89,24.179
3303,42.72,59.904
3304,42.18,47.449
3305,44.45,0.0
3306,42.55,6.037
3307,43.17,18.737
3308,41.34,0.0
3309,41.81,9.29
3310,43.29,29.178
3311,41.35,4.58
3312,44.87,0.0
3313,42.81,1.501
3314,44.95,50.576
3315,43.13,0.0
3316,42.42,0.0
3317,43.06,1.851
3318,41.66,18.011
3321,42.33,16.114
3322,42.76,82.133
3323,42.07,105.689
3324,41.9,16.008
3325,42.29,1.815
3326,39.62,0.415
3327,42.15,6.321
3328,42.65,24.261
3329,42.6,0.433
3330,41.96,8.972
3331,42.11,0.0
3332,46.12,1.798
3333,42.31,4.747
3334,42.45,30.006
3335,44.58,24.951
3336,40.25,18.779
3337,41.85,17.961
3338,42.12,93.148
3339,42.71,0.0
3340,41.53,7.888
3341,43.51,1.11
3342,41.71,9.465
3343,41.66,0.0
3344,42.47,1.125
3345,41.44,0.0
3346,42.02,79.804
3347,43.94,0.0
3348,43.85,1.595
3349,42.26,0.0
3350,43.58,30.569
3351,41.98,0.0
3352,43.67,10.196
3353,41.45,12.105
3354,41.73,45.986
3355,42.16,21.359
3356,42.06,112.86
3357,39.08,0.0
3358,42.41,23.165
3359,40.1,35.223
3360,42.67,14.112
3361,41.78,18.06
3362,43.11,17.344
3363,41.45,72.497
3364,41.78,22.704
3365,43.66,24.12
3366,43.24,25.926
3367,43.03,24.074
3368,43.09,10.292
3369,41.89,0.0
3370,42.03,17.339
3371,,0.0
3372,42.81,0.0
3373,41.27,0.0
3374,44.54,3.934
3375,42.23,0.774
3376,38.8,5.294
3377,38.87,1.111
3378,42.69,0.0
3379,40.13,0.0
3380,43.69,20.374
3381,42.83,0.0
3382,43.06,6.588
3383,42.6,14.275
3384,,5.351
3385,,0.0
3386,44.63,8.807
3387,41.33,20.81
3388,39.76,11.359
3389,40.55,7.285
3390,40.58,0.0
3391,42.51,7.074
3392,43.5,12.069
3393,42.59,0.0
3394,42.71,53.725
3395,41.23,8.905
3396,41.62,31.484
3397,42.14,57.214
3398,42.5,16.214
3399,41.78,0.0
3400,41.11,41.17
3401,42.2,28.164
3402,43.05,112.421
3403,43.15,34.979
3404,42.29,0.0
3405,42.06,0.0
3406,41.34,17.927
3407,42.73,0.0
3408,42.29,9.977
3409,41.05,8.429
3410,41.79,36.906
3411,,0.0
3412,41.7,38.058
3413,42.6,9.764
3414,42.57,0.0
3415,42.71,49.04
3416,42.72,17.161
3417,42.05,7.212
3418,41.99,47.256
3419,43.46,0.184
3420,,46.719
3421,41.96,73.019
3422,42.44,60.838
3423,41.54,152.404
3425,42.78,0.0
3426,41.19,0.0
3427,42.82,0.0
3428,41.61,112.969
3429,42.59,0.0
3430,43.22,0.0
3431,43.19,0.0
3432,42.68,0.0
3433,43.02,8.9
3434,42.03,0.0
3435,42.97,95.808
3436,41.54,22.738
3437,38.5,7.266
3438,42.48,0.149
3439,42.02,12.23
3440,41.6,10.236
3441,42.75,60.082
3442,42.15,15.119
3443,42.33,37.072
3444,44.46,67.331
3445,42.04,108.272
3446,42.87,0.0
3447,43.31,10.049
3448,43.55,15.969
3449,42.83,0.0
3450,43.27,3.701
3451,42.77,0.0
3452,43.2,40.681
3453,41.98,4.695
3454,41.42,12.002
3455,43.75,10.984
3456,41.61,14.738
3457,41.17,0.0
3458,41.22,3.443
3459,41.86,8.549
3460,41.75,0.853
3461,43.14,0.0
3462,40.62,11.567
3463,38.47,0.0
3464,43.29,51.928
3465,39.43,12.604
3466,41.2,6.328
3467,43.09,19.167
3468,42.18,12.237
3469,43.07,15.234
3470,41.66,10.78
3471,40.68,0.065
3472,42.24,22.02
3473,41.74,17.061
3474,42.39,47.769
3475,42.2,0.0
3476,41.87,25.202
3477,42.42,11.48
3478,41.33,14.12
3479,42.01,7.206
3480,42.38,19.901
3481,42.28,17.317
3482,41.71,18.067
3483,42.05,25.012
3484,42.1,7.508
3485,41.99,28.441
3486,42.76,28.891
3487,41.38,0.322
3488,42.52,0.0
3489,39.2,8.983
3490,43.43,61.315
3491,41.53,0.0
3492,42.15,100.009
3493,41.92,4.481
3494,40.65,63.833
3495,41.78,0.646
3496,42.3,8.297
3497,42.58,17.402
3498,42.02,31.735
3499,36.8,0.0
3500,42.85,37.783
3501,41.88,2.316
3502,,0.0
3503,41.82,111.771
3504,42.94,0.0
3505,40.18,0.173
3506,42.0,17.997
3507,40.18,91.282
3508,39.09,0.0
3509,42.01,34.021
3510,41.37,0.0
3511,41.81,0.0
3512,41.75,13.693
3513,41.05,111.232
3514,42.14,112.497
3515,41.75,0.0
3516,40.94,13.78
3517,40.59,0.0
3518,40.12,0.0
3519,41.09,7.262
3520,40.78,0.0
3521,40.86,26.713
3522,40.52,22.504
3523,42.46,12.619
3524,40.9,7.754
3525,40.47,8.306
3526,41.98,25.15
3527,41.09,139.727
3528,45.48,6.39
3529,43.4,0.0
3530,41.51,44.155
3531,42.3,16.713
3532,41.69,9.591
3533,43.77,80.625
3534,41.69,17.182
3535,40.43,3.855
3536,42.02,20.682
3537,41.39,0.0
3538,39.59,0.0
3539,41.51,18.894
3540,38.93,3.071
3541,42.79,0.0
3542,41.99,1.27
3543,42.74,12.517
3544,42.92,11.265
3545,41.92,0.0
3546,42.03,2.115
3547,42.66,14.413
3548,42.47,17.257
3549,42.61,7.185
3550,39.64,47.022
3551,41.46,21.455
3552,42.9,11.563
3553,41.74,7.09
3554,39.52,0.0
3555,39.89,5.411
3556,42.08,77.157
3557,39.92,1.587
3558,41.65,14.493
3559,42.22,25.07
3560,40.43,6.939
3561,41.07,9.065
3562,44.98,39.625
3563,42.05,0.0
3564,39.89,2.185
3565,38.95,0.0
3566,43.21,0.0
3567,42.33,20.476
3568,41.61,20.116
3569,41.23,0.0
3570,40.54,0.0
3571,39.59,0.0
3572,43.32,5.589
3573,42.26,92.98
3574,42.14,104.458
3575,42.89,6.934
3576,42.54,18.612
3577,41.1,3.406
3578,44.25,3.948
3579,42.78,12.598
3580,42.62,4.115
3581,42.72,0.0
3582,41.5,1.091
3583,46.6,0.0
3584,42.84,21.743
3585,42.58,15.437
3586,42.34,20.062
3587,41.57,23.803
3588,44.1,21.428
3589,38.72,6.0
3590,40.65,0.0
3591,42.16,0.0
3592,43.4,65.739
3593,41.77,0.615
3594,42.89,0.0
3595,41.75,23.668
3596,45.01,0.0
3597,41.16,19.996
3598,40.37,30.657
3599,41.74,114.625
3600,41.41,2.665
3601,42.24,2.103
3602,44.43,17.529
3603,43.38,0.0
3604,42.45,37.193
3605,39.48,4.836
3606,39.47,104.808
3607,40.22,7.838
3608,38.95,0.0
3609,42.94,0.0
3610,42.9,0.0
3611,41.72,3.906
3612,42.23,11.861
3613,41.7,28.643
3614,41.73,3.202
3615,42.07,9.606
3616,43.69,71.742
3617,41.96,7.093
3618,42.49,116.567
3619,41.69,8.251
3620,44.16,1.656
3621,40.37,9.043
3622,43.43,9.541
3623,41.86,0.609
3624,39.94,3.062
3625,41.9,23.797
3626,41.23,10.867
3627,42.51,0.0
3628,43.6,88.354
3629,43.75,114.872
3630,42.02,7.254
3631,43.64,68.255
3632,41.69,2.327
3633,40.72,28.431
3634,40.72,4.151
3635,41.92,0.0
3636,41.94,2.23
3637,41.16,84.942
3638,41.18,1.938
3639,39.05,17.275
3640,41.02,15.271
3641,41.34,0.0
3642,42.84,5.726
3643,42.21,17.586
3644,42.62,64.916
3645,40.88,0.184
3646,40.78,5.682
3647,41.18,15.049
3648,41.62,8.409
3649,42.36,9.511
3650,40.32,17.187
3651,41.33,9.384
3652,41.97,85.147
3653,41.55,7.146
3654,42.31,33.868
3655,40.59,16.076
3656,39.16,0.448
3657,41.59,68.277
3658,40.65,8.879
3659,42.42,11.397
3660,39.52,0.923
3661,41.84,0.419
3662,42.78,2.966
3663,40.53,3.489
3664,38.37,1.865
3665,40.87,80.889
3666,39.71,1.199
3667,38.78,0.0
3668,41.03,33.6
3669,42.75,0.0
3670,40.55,6.445
3671,39.92,9.643
3672,38.94,5.01
3673,42.92,0.0
3674,40.41,13.008
3675,41.3,4.516
3676,39.04,89.67
3677,39.67,0.672
3678,40.29,10.69
3679,37.65,0.0
3680,37.74,0.727
3681,40.79,10.014
3682,39.3,2.131
3683,39.67,1.026
3684,39.62,3.233
3685,37.6,102.655
3686,37.79,0.857
3687,38.52,11.223
3688,37.52,9.768
3689,42.51,0.0
3690,,91.184
3691,42.22,0.0
3692,40.42,9.359
3693,41.57,0.0
3694,41.57,113.142
3695,40.27,0.0
3696,41.2,111.434
3697,42.63,0.0
3698,41.31,13.097
3699,37.5,1.241
3700,40.04,2.937
3701,40.8,1.218
3702,42.91,3.035
3703,42.32,0.936
3704,42.26,102.251
3705,42.29,0.0
3706,41.81,0.269
3707,42.45,64.628
3708,41.62,107.284
3709,40.43,0.0
3710,39.34,0.83
3711,40.18,3.549
3712,45.84,40.647
3713,39.22,4.517
3714,40.1,7.432
3715,39.65,0.0
3716,40.59,84.979
3717,44.36,23.173
3718,40.75,33.483
3719,43.32,1.937
3720,38.17,0.0
3721,41.45,67.203
3722,41.99,0.0
3723,40.69,8.702
3724,40.5,8.008
3725,42.31,19.643
3726,39.66,3.844
3727,40.53,0.0
3728,37.82,4.157
3729,40.93,15.226
3730,36.08,0.748
3731,38.2,0.0
3732,39.22,0.089
3733,33.46,35.817
3734,40.15,12.379
3735,36.67,5.939
3736,37.33,34.329
3737,37.01,0.0
3738,40.29,0.0
3739,39.71,9.286
3740,37.37,0.359
3741,37.25,0.0
3742,37.02,0.0
3743,39.06,96.294
3744,38.97,0.0
3745,38.97,0.0
3746,31.36,0.762
3747,39.78,4.256
3748,40.63,11.59
3749,41.69,98.054
3750,,72.572
3751,40.55,8.271
3752,42.16,1.121
3753,,121.953
3754,42.65,64.056
3755,37.4,9.246
3756,37.12,100.403
3757,37.03,0.0
3758,38.5,2.368
3759,37.78,0.0
3760,42.57,16.515
3761,42.61,0.0
3762,43.42,9.292
3763,42.73,25.511
3764,40.67,0.0
3765,30.31,0.185
3766,32.64,38.312
3767,34.08,29.917
3768,41.74,57.344
3769,40.43,77.858
3770,40.68,134.623
3771,39.68,0.0
3772,42.08,0.0
3773,41.0,49.844
3774,39.95,6.507
3775,43.04,86.777
3776,42.0,8.574
3777,42.96,91.206
3778,43.29,72.466
3779,37.96,13.417
3780,41.76,90.992
3781,41.08,109.557
3782,43.72,36.69
3783,43.5,15.555
3784,43.53,0.174
3785,41.12,21.871
3786,42.63,113.279
3787,43.66,128.409
3788,43.26,6.627
3789,41.39,71.547
3790,42.35,0.0
3791,39.39,5.228
3792,41.81,97.898
3793,41.45,86.782
3794,42.32,86.039
3795,42.01,127.551
3796,42.0,22.338
3797,41.31,67.872
3798,40.89,44.938
3799,41.39,45.655
3800,42.33,124.784
3801,38.36,0.0
3802,43.41,92.383
3803,42.08,61.647
3804,42.72,68.524
3805,43.05,0.0
3806,41.78,91.352
3807,41.89,75.93
3808,39.65,0.0
3809,42.25,107.096
3810,39.01,0.0
3811,39.54,0.0
3812,39.62,11.745
3813,41.0,126.771
3814,42.37,75.033
3815,46.89,143.484
3816,42.4,53.421
3817,39.4,97.141
3818,40.52,88.151
3819,41.82,86.527
3820,44.03,1.352
3821,42.88,2.186
3822,41.33,4.848
3823,40.84,12.915
3824,40.42,70.452
3825,40.21,3.8
3826,38.79,4.523
3827,37.38,2.468
3828,38.65,1.739
3829,39.31,3.631
3830,36.98,8.029
3831,37.42,0.0
3832,39.8,5.615
3833,,0.0
3834,44.69,3.746
3835,39.34,6.36
3836,40.92,0.0
